"ISSN" "titulo" "estrato" "ISSN2"
"3110" "2178-7867" "REVISTA BRASILEIRA DE ORNITOLOGIA (ARARAJUBA)" "B3" "21787867"
"3111" "0103-5657" "REVISTA BRASILEIRA DE ORNITOLOGIA (ONLINE)" "B3" "01035657"
"3112" "2178-7875" "REVISTA BRASILEIRA DE ORNITOLOGIA/ONLINE" "B3" "21787875"
"3113" "1519-7530" "REVISTA BRASILEIRA DE PALEONTOLOGIA" "B4" "15197530"
"3114" "0103-846X" "REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA" "B3" "0103846X"
"3115" "0103-846X" "REVISTA BRASILEIRA DE PARASITOLOGIA VETERINÁRIA (IMPRESSO)" "B3" "0103846X"
"3116" "1984-2961" "REVISTA BRASILEIRA DE PARASITOLOGIA VETERINÁRIA (ONLINE)" "B3" "19842961"
"3117" "2236-6563" "REVISTA BRASILEIRA DE PESQUISA EM ALIMENTOS" "C" "22366563"
"3118" "1806-5104" "REVISTA BRASILEIRA DE PESQUISA EM EDUCAÇO EM CIÊNCIAS" "C" "18065104"
"3119" "1983-084X" "REVISTA BRASILEIRA DE PLANTAS MEDICINAIS" "B2" "1983084X"
"3120" "1516-0572" "REVISTA BRASILEIRA DE PLANTAS MEDICINAIS" "B2" "15160572"
"3121" "1516-0572" "REVISTA BRASILEIRA DE PLANTAS MEDICINAIS (IMPRESSO)" "B2" "15160572"
"3122" "1414-381X" "REVISTA BRASILEIRA DE RECURSOS HÍDIRCOS" "C" "1414381X"
"3123" "2318-0331" "REVISTA BRASILEIRA DE RECURSOS HÍDRICOS" "C" "23180331"
"3124" "2318-0331" "REVISTA BRASILEIRA DE RECURSOS HÍDRICOS" "C" "23180331"
"3125" "1414-381X" "REVISTA BRASILEIRA DE RECURSOS HÍDRICOS" "C" "1414381X"
"3126" "1809-3000" "REVISTA BRASILEIRA DE REPRODUÇO ANIMAL" "C" "18093000"
"3127" "0102-0803" "REVISTA BRASILEIRA DE REPRODUÇO ANIMAL (IMPRESSO)" "C" "01020803"
"3128" "1519-9940" "REVISTA BRASILEIRA DE SAÚDE E PRODUÇO ANIMAL" "B4" "15199940"
"3129" "1519-9940" "REVISTA BRASILEIRA DE SAÚDE E PRODUÇO ANIMAL" "B4" "15199940"
"3130" "2317-6369" "REVISTA BRASILEIRA DE SAÚDE OCUPACIONAL" "B5" "23176369"
"3131" "0303-7657" "REVISTA BRASILEIRA DE SAÚDE OCUPACIONAL" "B5" "03037657"
"3132" "0101-3122" "REVISTA BRASILEIRA DE SEMENTES (IMPRESSO)" "B2" "01013122"
"3133" "1517-6770" "REVISTA BRASILEIRA DE ZOOCIÊNCIAS" "C" "15176770"
"3134" "1806-969X" "REVISTA BRASILEIRA DE ZOOLOGIA" "B2" "1806969X"
"3135" "0101-8175" "REVISTA BRASILEIRA DE ZOOLOGIA (ONLINE)" "B2" "01018175"
"3136" "1516-3598" "REVISTA BRASILEIRA DE ZOOTECNIA" "B3" "15163598"
"3137" "1806-9290" "REVISTA BRASILEIRA DE ZOOTECNIA" "B3" "18069290"
"3138" "1806-9290" "REVISTA BRASILEIRA DE ZOOTECNIA" "B3" "18069290"
"3139" "1806-9290" "REVISTA BRASILEIRA DE ZOOTECNIA (ONLINE)" "B3" "18069290"
"3140" "1806-1222" "REVISTA BRASILEIRA EM PROMOÇO DA SAÚDE (PRINT)" "C" "18061222"
"3141" "1415-3580" "REVISTA BRASILEIRA MULTIDISCIPLINAR - REBRAM (UNIARA)" "C" "14153580"
"3142" "1983-2125" "REVISTA CAATINGA" "B4" "19832125"
"3143" "1983-2125" "REVISTA CAATINGA (ONLINE)" "B4" "19832125"
"3144" "0100-316X" "REVISTA CAATINGA (UFERSA. IMPRESSO)" "B4" "0100316X"
"3145" "2318-504X" "REVISTA CAITITU - APROXIMANDO PESQUISA ECOLÓGICA E APLICAÇO" "C" "2318504X"
"3146" "1541-1443" "REVISTA (CAMBRIDGE, MASS.)" "C" "15411443"
"3147" "1517-6363" "REVISTA CECILIANA" "C" "15176363"
"3148" "2177-9392" "REVISTA CEPSUL: BIODIVERSIDADE E CONSERVAÇO MARINHA" "C" "21779392"
"3149" "0034-737X" "REVISTA CERES" "B3" "0034737X"
"3150" "0034-737X" "REVISTA CERES (Impresso)" "B3" "0034737X"
"3151" "2177-3491" "REVISTA CERES (ON-LINE)" "B3" "21773491"
"3152" "2177-3491" "REVISTA CERES (Online)" "B3" "21773491"
"3153" "1517-6959" "REVISTA CFMV (BRASÍLIA)" "C" "15176959"
"3154" "0719-7551" "REVISTA CHILENA DE DERECHO DEL TRABAJO Y DE LA SEGURIDAD SOCIAL" "C" "07197551"
"3155" "0716-078X" "REVISTA CHILENA DE HISTORIA NATURAL (IMPRESA)" "B2" "0716078X"
"3156" "0719-7853" "REVISTA CHILENA DE ORNITOLOGIA" "C" "07197853"
"3157" "2178-9436" "REVISTA CIÊNCIA & TECNOLOGIA: FATEC-JB" "C" "21789436"
"3158" "1807-4529" "REVISTA CIÊNCIA AGROAMBIENTAL" "C" "18074529"
"3159" "0045-6888" "REVISTA CIÊNCIA AGRONÔMICA (UFC. IMPRESSO)" "B3" "00456888"
"3160" "1806-6690" "REVISTA CIÊNCIA AGRONÔMICA (UFC. ONLINE)" "B3" "18066690"
"3161" "2177-6830" "REVISTA CIÊNCIA DA MADEIRA" "C" "21776830"
"3162" "2179-460X" "REVISTA CIÊNCIA E NATURA" "C" "2179460X"
"3163" "2179-460X" "REVISTA CIÊNCIA E NATURA" "C" "2179460X"
"3164" "1980-0622" "REVISTA CIÊNCIA E SAÚDE" "C" "19800622"
"3165" "1851-7587" "REVISTA CIENCIA E TECNOLOGIA" "B5" "18517587"
"3166" "2236-6733" "REVISTA CIÊNCIA E TECNOLOGIA" "C" "22366733"
"3167" "1679-4605" "REVISTA CIÊNCIA EM EXTENSO" "C" "16794605"
"3168" "2359-6643" "REVISTA CIÊNCIA, TECNOLOGIA & AMBIENTE (ONLINE)" "C" "23596643"
"3169" "2176-1477" "REVISTA CIÊNCIAS & IDÉIAS" "C" "21761477"
"3170" "1692-7273" "REVISTA CIENCIAS DE LA SALUD" "B5" "16927273"
"3171" "2236-3785" "REVISTA CIÊNCIAS EM SAÚDE" "C" "22363785"
"3172" "1518-0352" "REVISTA CIÊNCIAS EXATAS E NATURAIS (UNICENTRO - IMPRESSO)" "C" "15180352"
"3173" "1677-5090" "REVISTA CIÊNCIAS MÉDICAS E BIOLÓGICAS" "C" "16775090"
"3174" "1678-3867" "REVISTA CIENTÍFICA ELETRÔNICA DE ENGENHARIA FLORESTAL" "C" "16783867"
"3175" "1679-7353" "REVISTA CIENTÍFICA ELETRÔNICA DE MEDICINA VETERINÁRIA" "C" "16797353"
"3176" "2236-6660" "REVISTA CIENTÍFICA LINKANIA MASTER" "C" "22366660"
"3177" "2027-4297" "REVISTA COLOMBIANA DE CIENCIA ANIMAL RECIA" "C" "20274297"
"3178" "2011-2173" "REVISTA COLOMBIANA DE CIENCIAS HORTICOLAS" "B5" "20112173"
"3179" "0120-0488" "REVISTA COLOMBIANA DE ENTOMOLOGIA" "B3" "01200488"
"3180" "0120-0488" "REVISTA COLOMBIANA DE ENTOMOLOGÍA" "B3" "01200488"
"3181" "2238-7315" "REVISTA CONEXO UEPG" "C" "22387315"
"3182" "2176-0144" "REVISTA CONEXĠES - CIÊNCIA E TECNOLOGIA" "C" "21760144"
"3183" "0034-7515" "REVISTA CUBANA DE FARMACIA (IMPRESA)" "B4" "00347515"
"3184" "1028-4796" "REVISTA CUBANA DE PLANTAS MEDICINALES" "B4" "10284796"
"3185" "0258-5995" "REVISTA CUBANA DE QUÍMICA" "B5" "02585995"
"3186" "0864-3466" "REVISTA CUBANA DE SALUD PÚBLICA (IMPRESA)" "B4" "08643466"
"3187" "2175-2214" "REVISTA CULTIVANDO O SABER" "C" "21752214"
"3188" "2446-8355" "REVISTA CULTURA AGRONÔMICA" "C" "24468355"
"3189" "1679-5954" "REVISTA DA ABENO" "C" "16795954"
"3190" "1984-5154" "REVISTA DA BIOLOGIA" "C" "19845154"
"3191" "0034-7736" "REVISTA DA BIOLOGIA" "C" "00347736"
"3192" "1982-2065" "REVISTA DA CIÊNCIA DA ADMINISTRAÇO (RECIFE)" "C" "19822065"
"3193" "2237-8111" "REVISTA DA ESTATÍSTICA DA UNIVERSIDADE FEDERAL DE OURO PRETO" "C" "22378111"
"3194" "1413-4012" "REVISTA DA FACULDADE DE ODONTOLOGIA. UNIVERSIDADE DE PASSO FUNDO" "C" "14134012"
"3195" "1646-8872" "REVISTA DA GESTO COSTEIRA INTEGRADA" "B5" "16468872"
"3196" "1646-8872" "REVISTA DA GESTO COSTEIRA INTEGRADA - APRH" "B5" "16468872"
"3197" "0100-7246" "REVISTA DA PROPRIEDADE INDUSTRIAL" "C" "01007246"
"3198" "2175-6783" "REVISTA DA REDE DE ENFERMAGEM DO NORDESTE - REV RENE" "C" "21756783"
"3199" "1982-1867" "REVISTA DA SBENBIO" "C" "19821867"
"3200" "1980-7694" "REVISTA DA SOCIEDADE BRASILEIRA DE ARBORIZAÇO URBANA" "C" "19807694"
"3201" "1415-6725" "REVISTA DA SOCIEDADE BRASILEIRA DE CANCEROLOGIA" "C" "14156725"
"3202" "0037-8682" "REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL (IMPRESSO)" "B3" "00378682"
"3203" "1517-0276" "REVISTA DA UNIVERSIDADE VALE DO RIO VERDE" "C" "15170276"
"3204" "0101-6040" "REVISTA DAE" "C" "01016040"
"3205" "2358-6303" "REVISTA DE AGRICULTURA NEOTROPICAL" "C" "23586303"
"3206" "0034-7655" "REVISTA DE AGRICULTURA (PIRACICABA)" "C" "00347655"
"3207" "1678-9857" "REVISTA DE ANTROPOLOGIA" "B5" "16789857"
"3208" "1576-9518" "REVISTA DE ARACNOLOGÍA" "C" "15769518"
"3209" "2359-4330" "REVISTA DE ATENÇO À SAÚDE" "C" "23594330"
"3210" "1519-5228" "REVISTA DE BIOLOGIA E CIÊNCIAS DA TERRA" "C" "15195228"
"3211" "1982-2774" "REVISTA DE BIOLOGIA E SAÚDE DA UNISEP" "C" "19822774"
"3212" "0718-1957" "REVISTA DE BIOLOGÍA MARINA Y OCEANOGRAFÍA" "B2" "07181957"
"3213" "0717-3326" "REVISTA DE BIOLOGÍA MARINA Y OCEANOGRAFÍA (IMPRESA)" "B2" "07173326"
"3214" "1807-9652" "REVISTA DE BIOLOGIA NEOTROPICAL" "C" "18079652"
"3215" "2215-2075" "REVISTA DE BIOLOGIA TROPICAL" "B3" "22152075"
"3216" "0034-7744" "REVISTA DE BIOLOGIA TROPICAL" "B3" "00347744"
"3217" "2238-6629" "REVISTA DE BIOTECNOLOGIA & CIÊNCIA" "C" "22386629"
"3218" "1519-8022" "REVISTA DE CIÊNCIA & TECNOLOGIA (UNIG)" "C" "15198022"
"3219" "2177-8760" "REVISTA DE CIÊNCIAS AGRÁRIAS / AMAZONIAN JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL SCIENCES" "C" "21778760"
"3220" "1517-591X" "REVISTA DE CIÊNCIAS AGRÁRIAS (BELÉM)" "C" "1517591X"
"3221" "0871-018X" "REVISTA DE CIÊNCIAS AGRÁRIAS (LISBOA)" "B5" "0871018X"
"3222" "1679-1509" "REVISTA DE CIÊNCIAS AGRO-AMBIENTAIS (IMPRESSO)" "C" "16791509"
"3223" "1677-6062" "REVISTA DE CIÊNCIAS AGRO-AMBIENTAIS (ONLINE)" "C" "16776062"
"3224" "1676-9732" "REVISTA DE CIÊNCIAS AGROVETERINÁRIAS (UDESC)" "C" "16769732"
"3225" "1516-7534" "REVISTA DE CIÊNCIAS DA SAÚDE (SO LUIS)" "C" "15167534"
"3226" "2179-443X" "REVISTA DE CIÊNCIAS FARMACÊUTICAS BÁSICA E APLICADA" "B5" "2179443X"
"3227" "1808-4532" "REVISTA DE CIÊNCIAS FARMACÊUTICAS BÁSICA E APLICADA" "B5" "18084532"
"3228" "1808-4532" "REVISTA DE CIÊNCIAS FARMACÊUTICAS BÁSICA E APLICADA" "B5" "18084532"
"3229" "1415-6571" "REVISTA DE CIÊNCIAS GERENCIAIS" "C" "14156571"
"3230" "2178-8022" "REVISTA DE DESENVOLVIMENTO ECONÔMICO" "C" "21788022"
"3231" "1413-1439" "REVISTA DE DIREITO AMBIENTAL" "C" "14131439"
"3232" "2237-583X" "REVISTA DE DIREITO BRASILEIRA - RDBRAS" "C" "2237583X"
"3233" "0103-2003" "REVISTA DE ECONOMIA E SOCIOLOGIA RURAL (IMPRESSO)" "B4" "01032003"
"3234" "1678-5622" "REVISTA DE EDUCAÇO POPULAR (IMPRESSO)" "C" "16785622"
"3235" "0124-5481" "REVISTA DE EDUCACION DE LAS CIENCIAS" "B5" "01245481"
"3236" "0329-5192" "REVISTA DE EDUCACIÓN EN BIOLOGÍA" "C" "03295192"
"3237" "2176-7270" "REVISTA DE ENGENHARIA E TECNOLOGIA" "C" "21767270"
"3238" "0326-7091" "REVISTA DE ENSEÑANZA DE LA FÍSICA" "C" "03267091"
"3239" "1982-1867" "REVISTA DE ENSINO DE BIOLOGIA DA ASSOCIAÇO BRASILEIRA DE ENSINO DE BIOLOGIA (SBENBIO)" "C" "19821867"
"3240" "1982-1867" "REVISTA DE ENSINO DE BIOLOGIA DA ASSOCIAÇO BRASILEIRA DE ENSINO DE BIOLOGIA (SBENBIO)" "C" "19821867"
"3241" "2447-8733" "REVISTA DE ENSINO, EDUCAÇO E CIÊNCIAS HUMANAS" "C" "24478733"
"3242" "2238-3360" "REVISTA DE EPIDEMIOLOGIA E CONTROLE DE INFECÇO" "C" "22383360"
"3243" "2358-7024" "REVISTA DE ESTUDOS SOCIAIS" "C" "23587024"
"3244" "1519-504X" "REVISTA DE ESTUDOS SOCIAIS (UFMT)" "C" "1519504X"
"3245" "1517-2805" "REVISTA DE ETOLOGIA" "B5" "15172805"
"3246" "1517-2805" "REVISTA DE ETOLOGIA (IMPRESSO)" "B5" "15172805"
"3247" "2359-1226" "REVISTA DE EXTENSO UENF" "C" "23591226"
"3248" "1980-5934" "REVISTA DE FILOSOFIA: AURORA" "C" "19805934"
"3249" "0719-0573" "REVISTA DE GEOGRAFÍA ESPACIOS" "C" "07190573"
"3250" "0104-5490" "REVISTA DE GEOGRAFIA (RECIFE)" "C" "01045490"
"3251" "2236-837X" "REVISTA DE GEOGRAFIA (UFJF)" "C" "2236837X"
"3252" "0103-2410" "REVISTA DE GEOLOGIA (FORTALEZA)" "C" "01032410"
"3253" "2316-9834" "REVISTA DE GESTAO AMBIENTAL E SUSTENTABILIDADE" "C" "23169834"
"3254" "2178-9010" "REVISTA DE GESTO E SECRETARIADO" "C" "21789010"
"3255" "2525-376X" "REVISTA DE GRADUAÇO DA USP" "C" "2525376X"
"3256" "1415-8612" "REVISTA DE INICIAÇO CIENTÍFICA DA F.F.C." "C" "14158612"
"3257" "0252-1962" "REVISTA DE INVESTIGACIONES MARINAS" "C" "02521962"
"3258" "0370-3908" "REVISTA DE LA ACADEMIA COLOMBIANA DE CIENCIAS EXACTAS, FÍSICAS Y NATURALES" "B5" "03703908"
"3259" "0041-8676" "REVISTA DE LA FACULTAD DE AGRONOMÍA (LA PLATA)" "C" "00418676"
"3260" "0121-3814" "REVISTA DE LA FACULTAD DE CIENCIA Y TECNOLOGIA" "B5" "01213814"
"3261" "0373-5680" "REVISTA DE LA SOCIEDAD ENTOMOLÓGICA ARGENTINA" "B5" "03735680"
"3262" "0104-3579" "REVISTA DE NEUROCIÊNCIAS (EPM. IMPRESSO)" "B5" "01043579"
"3263" "1678-9865" "REVISTA DE NUTRIÇO" "C" "16789865"
"3264" "0301-0406" "REVISTA DE PATOLOGIA TROPICAL (IMPRESSO)" "C" "03010406"
"3265" "1980-8178" "REVISTA DE PATOLOGIA TROPICAL (ONLINE)" "C" "19808178"
"3266" "2236-6288" "REVISTA DE PESQUISA EM SAÚDE / JOURNAL OF HEALTH RESEARCH" "C" "22366288"
"3267" "2178-2865" "REVISTA DE POLITICAS PÚBLICAS DA UFMA" "C" "21782865"
"3268" "0034-8910" "REVISTA DE SAÚDE PÚBLICA (USP. IMPRESSO)" "B2" "00348910"
"3269" "1983-5604" "REVISTA DE SISTEMAS DE INFORMAÇO DA FSMA" "C" "19835604"
"3270" "1413-8131" "REVISTA DE TECNOLOGIA E AMBIENTE" "C" "14138131"
"3271" "1514-5158" "REVISTA DEL MUSEO ARGENTINO DE CIENCIAS NATURALES (1999)" "B4" "15145158"
"3272" "1415-5419" "REVISTA DENTAL PRESS DE ORTODONTIA E ORTOPEDIA FACIAL" "C" "14155419"
"3273" "2179-6807" "REVISTA DESENVOLVIMENTO SOCIAL" "C" "21796807"
"3274" "1980-4148" "REVISTA DISCENTE EXPRESSĠES GEOGRÁFICAS" "C" "19804148"
"3275" "2317-0751" "REVISTA DIVERSAPRÁTICA" "C" "23170751"
"3276" "1809-4546" "REVISTA DO COLÉGIO BRASILEIRO DE CIRURGIĠES (ONLINE)" "C" "18094546"
"3277" "0073-9855" "REVISTA DO INSTITUTO ADOLFO LUTZ" "C" "00739855"
"3278" "0073-9855" "REVISTA DO INSTITUTO ADOLFO LUTZ (IMPRESSO)" "C" "00739855"
"3279" "1678-9946" "REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SO PAULO" "B2" "16789946"
"3280" "0036-4665" "REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SO PAULO (IMPRESSO)" "B2" "00364665"
"3281" "0103-2674" "REVISTA DO INSTITUTO FLORESTAL" "C" "01032674"
"3282" "0100-929X" "REVISTA DO INSTITUTO GEOLÓGICO" "C" "0100929X"
"3283" "2236-1014" "REVISTA DO MEIO AMBIENTE" "C" "22361014"
"3284" "2318-4922" "REVISTA E-CIÊNCIA" "C" "23184922"
"3285" "2358-9868" "REVISTA EDUCAÇO EM SAÚDE" "C" "23589868"
"3286" "2007-1930" "REVISTA EDUC@RNOS" "C" "20071930"
"3287" "2178-9770" "REVISTA ELETRÔNICA CADERNOS DO CIMEAC" "C" "21789770"
"3288" "2236-8779" "REVISTA ELETRÔNICA DE EDUCAÇO DA FACULDADE ARAGUAIA - RENEFARA" "C" "22368779"
"3289" "1808-0804" "REVISTA ELETRÔNICA DE FARMÁCIA" "C" "18080804"
"3290" "1980-7791" "REVISTA ELETRÔNICA DIREITO E POLÍTICA" "C" "19807791"
"3291" "1981-3694" "REVISTA ELETRÔNICA DO CURSO DE DIREITO DA UFSM" "C" "19813694"
"3292" "1517-1256" "REVISTA ELETRÔNICA DO MESTRADO EM EDUCAÇO AMBIENTAL" "C" "15171256"
"3293" "1984-1604" "REVISTA ELETRÔNICA DO VESTIBULAR" "C" "19841604"
"3294" "2236-1170" "REVISTA ELETRÔNICA EM GESTO, EDUCAÇO E TECNOLOGIA AMBIENTAL" "C" "22361170"
"3295" "2236-1170" "REVISTA ELETRÔNICA EM GESTO, EDUCAÇO E TECNOLOGIA AMBIENTAL" "C" "22361170"
"3296" "2236-1170" "REVISTA ELETRÔNICA EM GESTO, EDUCAÇO E TECNOLOGIA AMBIENTAL REGET-CT/UFSM" "C" "22361170"
"3297" "1984-431X" "REVISTA ELETRONICA INTERDISCIPLINAR" "C" "1984431X"
"3298" "2316-6266" "REVISTA ELETRÔNICA SAPERE AUDE" "C" "23166266"
"3299" "2238-1910" "REVISTA ELETRÔNICA SCIENTIA AMAZÔNIA" "C" "22381910"
"3300" "2177-4366" "REVISTA ELETRÔNICA: TEMPO - TÉCNICA - TERRITÓRIO" "C" "21774366"
"3301" "2317-5451" "REVISTA ELO - DIÁLOGOS EM EXTENSO" "C" "23175451"
"3302" "2176-9168" "REVISTA EM AGRONEGÓCIOS E MEIO AMBIENTE" "C" "21769168"
"3303" "1982-7687" "REVISTA EM EXTENSO (ONLINE)" "C" "19827687"
"3304" "1809-0583" "REVISTA ENCICLOPÉDIA BIOSFERA" "C" "18090583"
"3305" "1809-4430" "REVISTA ENGENHARIA AGRÍCOLA (ON-LINE)" "B4" "18094430"
"3306" "2317-3491" "REVISTA EQUADOR" "C" "23173491"
"3307" "2317-3491" "REVISTA EQUADOR (UFPI)" "C" "23173491"
"3308" "1130-0108" "REVISTA ESPAÑOLA DE ENFERMEDADES DIGESTIVAS" "B3" "11300108"
"3309" "2317-0611" "REVISTA ESPINHAÇO" "C" "23170611"
"3310" "0304-2847" "REVISTA FACULTAD NACIONAL DE AGRONOMIA" "B5" "03042847"
"3311" "1808-9569" "REVISTA FITOS (ALANAC)" "C" "18089569"
"3312" "2446-4775" "REVISTA FITOS ELETRÔNICA" "C" "24464775"
"3313" "1808-9569" "REVISTA FITOS (FARMANGUINHOS/FIOCRUZ)" "C" "18089569"
"3314" "1983-1447" "REVISTA GAÚCHA DE ENFERMAGEM (ONLINE)" "C" "19831447"
"3315" "2237-0722" "REVISTA GEINTEC: GESTO, INOVAÇO E TECNOLOGIAS" "C" "22370722"
"3316" "2236-9716" "REVISTA GEOARAGUAIA" "C" "22369716"
"3317" "1678-7226" "REVISTA GEOGRÁFICA ACADÊMICA" "C" "16787226"
"3318" "2215-2563" "REVISTA GEOGRAFICA DE AMERICA CENTRAL (ONLINE)" "C" "22152563"
"3319" "2237-1419" "REVISTA GEONORTE" "C" "22371419"
"3320" "1517-4999" "REVISTA GEOPANTANAL" "C" "15174999"
"3321" "2238-8753" "REVISTA GESTO & SUSTENTABILIDADE AMBIENTAL" "C" "22388753"
"3322" "1646-8872" "REVISTA GESTO COSTEIRA INTEGRADA" "B5" "16468872"
"3323" "2179-6858" "REVISTA IBERO-AMERICANA DE CIÊNCIAS AMBIENTAIS" "C" "21796858"
"3324" "1130-1406" "REVISTA IBEROAMERICANA DE MICOLOGÍA" "B2" "11301406"
"3325" "1665-0204" "REVISTA IBEROAMERICANA DE TECNOLOGIA POSTCOSECHA" "C" "16650204"
"3326" "2236-6040" "REVISTA IBEROAMERICANA DE TURISMO" "C" "22366040"
"3327" "0718-8730" "REVISTA IBEROLATINOAMERICANA DE PARASITOLOGIA" "B5" "07188730"
"3328" "1548-0992" "REVISTA IEEE AMÉRICA LATINA" "B3" "15480992"
"3329" "1692-7389" "REVISTA INGENIERÍAS & AMAZONIA" "C" "16927389"
"3330" "1982-9280" "REVISTA INTEGRALIZAÇO UNIVERSITÁRIA" "C" "19829280"
"3331" "2238-832X" "REVISTA INTERDISCIPLINAR DE ESTUDOS EM SAÚDE" "C" "2238832X"
"3332" "2177-3440" "REVISTA INTERDISCIPLINAR DE ESTUDOS EXPERIMENTAIS - ANIMAIS E HUMANOS INTERDISCIPLINARY JOURNAL OF EXPERIMENTAL STUDIES" "C" "21773440"
"3333" "2177-3440" "REVISTA INTERDISCIPLINAR DE ESTUDOS EXPERIMENTAIS / INTERDISCIPLINARY JOURNAL OF EXPERIMENTAL STUDIES" "C" "21773440"
"3334" "2447-2948" "REVISTA INTERDISCIPLINAR DE PESQUISA E INOVAÇO" "C" "24472948"
"3335" "2317-5079" "REVISTA INTERDISCIPLINAR (ONLINE)" "C" "23175079"
"3336" "2316-3348" "REVISTA INTERFACES CIENTÍFICAS - HUMANAS E SOCIAIS" "C" "23163348"
"3337" "2177-1642" "REVISTA INTERNACIONAL DE DIREITO AMBIENTAL" "C" "21771642"
"3338" "2525-7668" "REVISTA INTERTERRITÓRIOS" "C" "25257668"
"3339" "1984-3577" "REVISTA INTERTOX DE TOXICOLOGIA, RISCO AMBIENTAL E SOCIEDADE." "C" "19843577"
"3340" "0716-0364" "REVISTA INVESTIGACIONES GEOGRAFICAS UNIVERSIDAD DE CHILE" "C" "07160364"
"3341" "2316-6746" "REVISTA LABORATIVA" "C" "23166746"
"3342" "2179-2275" "REVISTA LABVERDE" "C" "21792275"
"3343" "1794-4449" "REVISTA LASALLISTA DE INVESTIGACION" "B5" "17944449"
"3344" "2027-3851" "REVISTA LATINOAMERICANA DE CONSERVACIÓN" "C" "20273851"
"3345" "0370-5943" "REVISTA LATINOAMERICANA DE QUÍMICA" "B5" "03705943"
"3346" "1806-0390" "REVISTA LIMPEZA PÚBLICA" "C" "18060390"
"3347" "2236-4420" "REVISTA MAGISTRA" "C" "22364420"
"3348" "2236-4420" "REVISTA MAGISTRA" "C" "22364420"
"3349" "2238-3182" "REVISTA MÉDICA DE MINAS GERAIS" "C" "22383182"
"3350" "2316-2856" "REVISTA MEIO AMBIENTE E SUSTENTABILIDADE" "C" "23162856"
"3351" "2316-2856" "REVISTA MEIO AMBIENTE E SUSTENTABILIDADE" "C" "23162856"
"3352" "1809-2705" "REVISTA METÁFORA EDUCACIONAL" "C" "18092705"
"3353" "1870-3453" "REVISTA MEXICANA DE BIODIVERSIDAD" "B3" "18703453"
"3354" "1026-8774" "REVISTA MEXICANA DE CIENCIAS GEOLÓGICAS" "B3" "10268774"
"3355" "1981-4089" "REVISTA MIRANTE (ONLINE)" "C" "19814089"
"3356" "2236-1308" "REVISTA MONOGRAFIAS AMBIENTAIS" "C" "22361308"
"3357" "2178-6925" "REVISTA MULTIDISCIPLINAR DO NORDESTE MINEIRO" "C" "21786925"
"3358" "2238-5436" "REVISTA MUSEOLOGIA E INTERDISCIPLINARIDADE" "C" "22385436"
"3359" "1909-0544" "REVISTA MVZ CORDOBA" "B4" "19090544"
"3360" "1806-6755" "REVISTA NERA (UNESP)" "C" "18066755"
"3361" "0100-7653" "REVISTA NORDESTINA DE BIOLOGIA" "C" "01007653"
"3362" "1983-8344" "REVISTA NORDESTINA DE ECOTURISMO" "C" "19838344"
"3363" "1808-7663" "REVISTA NORDESTINA DE ZOOLOGIA" "C" "18087663"
"3364" "2237-9991" "REVISTA OPARA" "C" "22379991"
"3365" "0121-3709" "REVISTA ORINOQUIA" "B5" "01213709"
"3366" "2317-0131" "REVISTA OURICURI" "C" "23170131"
"3367" "2176-3216" "REVISTA OURICURI" "C" "21763216"
"3368" "2317-0131" "REVISTA OURICURI." "C" "23170131"
"3369" "2176-6215" "REVISTA PAN-AMAZÔNICA DE SAÚDE (IMPRESSO)" "C" "21766215"
"3370" "2176-6223" "REVISTA PAN-AMAZÔNICA DE SAÚDE (ONLINE)" "C" "21766223"
"3371" "1677-0609" "REVISTA PANTANEIRA" "C" "16770609"
"3372" "2218-8983" "REVISTA PARQUES" "C" "22188983"
"3373" "1983-9707" "REVISTA PERSPECTIVA" "C" "19839707"
"3374" "2178-5937" "REVISTA PERSPECTIVA (ONLINE)" "C" "21785937"
"3375" "1561-0837" "REVISTA PERUANA DE BIOLOGÍA (IMPRESA)" "B5" "15610837"
"3376" "2176-9230" "REVISTA PRÁXIS (ONLINE)" "C" "21769230"
"3377" "1984-4239" "REVISTA PRÁXIS (VOLTA REDONDA.IMPRESSO)" "C" "19844239"
"3378" "1981-8521" "REVISTA PROCESSOS QUÍMICOS" "C" "19818521"
"3379" "0122-1213" "REVISTA PROSPECTIVA" "C" "01221213"
"3380" "1809-3264" "REVISTA QUERUBIM" "C" "18093264"
"3381" "2238-3565" "REVISTA SAPIÊNCIA: SOCIEDADE, SABERES E PRÁTICAS EDUCACIONAIS" "C" "22383565"
"3382" "2177-6679" "REVISTA SAÚDE E CIÊNCIA" "C" "21776679"
"3383" "2238-1910" "REVISTA SCIENTIA AMAZONIA" "C" "22381910"
"3384" "1809-3957" "REVISTA SODEBRAS" "C" "18093957"
"3385" "1980-4490" "REVISTA TAMOIOS" "C" "19804490"
"3386" "1984-3526" "REVISTA TECNOLOGIA E SOCIEDADE (ONLINE)" "C" "19843526"
"3387" "1517-8048" "REVISTA TECNOLÓGICA (UEM)" "C" "15178048"
"3388" "1980-4407" "REVISTA TERRAE DIDATICA" "C" "19804407"
"3389" "2177-2894" "REVISTA THEMA" "C" "21772894"
